step,train_loss,eval_loss
1,7.689553260803223,
2,9.935216903686523,
3,7.4216790199279785,
4,6.097779750823975,
5,6.053345203399658,
6,9.340289115905762,
7,6.0441741943359375,
8,6.5725531578063965,
9,6.751375675201416,
10,2.4368221759796143,
11,2.8857643604278564,
12,10.217276573181152,
13,5.679065704345703,
14,6.8286824226379395,
15,4.106435775756836,
16,7.767922878265381,
17,6.454026222229004,
18,7.077404022216797,
19,5.385530471801758,
20,3.0603833198547363,
21,4.1199188232421875,
22,3.832897901535034,
23,5.481826305389404,
24,2.9206221103668213,
25,5.594296932220459,
26,6.019405841827393,
27,5.566240310668945,
28,4.815581321716309,
29,6.6515021324157715,
30,5.179952621459961,
31,5.915199279785156,
32,5.080214500427246,
33,4.428929328918457,
34,5.384023189544678,
35,2.6663825511932373,
36,3.999117851257324,
37,4.102023124694824,
38,3.1272776126861572,
39,5.41741418838501,
40,4.096505165100098,
41,2.888180732727051,
42,4.291101455688477,
43,1.7569468021392822,
44,3.24615216255188,
45,1.7322156429290771,
46,2.9805502891540527,
47,2.267866849899292,
48,2.054827928543091,
49,1.32399582862854,
50,2.9984304904937744,
51,1.9480175971984863,
52,1.1100163459777832,
53,1.9153064489364624,
54,1.7906770706176758,
55,1.9619158506393433,
56,2.2487404346466064,
57,1.1099591255187988,
58,2.5521223545074463,
59,0.8350215554237366,
60,0.9666567444801331,
61,1.7338142395019531,
62,3.3514113426208496,
63,1.4062305688858032,
64,0.9656434059143066,
65,1.0986886024475098,
66,1.8848665952682495,
67,1.1686171293258667,
68,0.8023558259010315,
69,1.710009217262268,
70,2.112630605697632,
71,1.521916389465332,
72,1.2445725202560425,
73,1.1435434818267822,
74,1.0311672687530518,
75,1.5324037075042725,
76,1.8667832612991333,
77,0.6114566922187805,
78,1.6960965394973755,
79,2.548903226852417,
80,0.8122739195823669,
81,0.6647806763648987,
82,1.6646252870559692,
83,1.3353211879730225,
84,1.7860023975372314,
85,0.6733006238937378,
86,2.1127099990844727,
87,1.0457152128219604,
88,1.0842219591140747,
89,0.9340050220489502,
90,1.429824948310852,
91,1.4883337020874023,
92,1.9454843997955322,
93,1.777431845664978,
94,2.3574695587158203,
95,0.8706427216529846,
96,1.3374463319778442,
97,1.9460043907165527,
98,1.1987218856811523,
99,1.2125177383422852,
100,1.5390821695327759,
100,,1.3101250254190886
101,1.3556462526321411,
102,0.37751781940460205,
103,1.0695127248764038,
104,0.78077632188797,
105,1.0974701642990112,
106,0.5389140844345093,
107,1.2269291877746582,
108,1.109289526939392,
109,0.8722509145736694,
110,0.7882081270217896,
111,1.621839165687561,
112,0.8339229822158813,
113,0.5500312447547913,
114,2.3452353477478027,
115,0.7487472295761108,
116,2.5505685806274414,
117,0.6516119241714478,
118,2.268026113510132,
119,0.6412772536277771,
120,0.936076819896698,
121,0.9172452688217163,
122,0.7809886932373047,
123,1.117557168006897,
124,1.5160597562789917,
125,0.6332287788391113,
126,0.9908530712127686,
127,1.7931299209594727,
128,1.1012970209121704,
129,0.589987576007843,
130,1.8841482400894165,
131,0.24299629032611847,
132,0.4256357252597809,
133,0.5169499516487122,
134,0.8342084884643555,
135,1.0681458711624146,
136,1.7603399753570557,
137,1.0735809803009033,
138,1.2069255113601685,
139,1.1542390584945679,
140,0.7546634674072266,
141,1.7610613107681274,
142,1.2294151782989502,
143,1.8344699144363403,
144,0.8362129330635071,
145,1.0557711124420166,
146,2.3152122497558594,
147,0.5432237982749939,
148,1.1215873956680298,
149,0.9579014778137207,
150,2.887876033782959,
151,0.9665985703468323,
152,1.2921276092529297,
153,1.5264636278152466,
154,1.5854610204696655,
155,1.0597822666168213,
156,0.6494324207305908,
157,1.020477294921875,
158,0.5308750867843628,
159,1.0164462327957153,
160,0.8071367740631104,
161,1.287426233291626,
162,1.2000662088394165,
163,1.339066982269287,
164,1.190801739692688,
165,0.7445242404937744,
166,0.700615644454956,
167,1.2458767890930176,
168,2.833603858947754,
169,1.1122775077819824,
170,1.5002461671829224,
171,0.41868340969085693,
172,0.742631196975708,
173,0.6812790036201477,
174,1.152221918106079,
175,0.8216568827629089,
176,0.6288864016532898,
177,2.6112236976623535,
178,0.5924804210662842,
179,2.1554441452026367,
180,1.1971498727798462,
181,0.8094630837440491,
182,1.9501795768737793,
183,2.068601369857788,
184,1.0837888717651367,
185,1.1467440128326416,
186,0.9620568752288818,
187,2.6669719219207764,
188,2.6193652153015137,
189,1.881716012954712,
190,2.5148966312408447,
191,1.15168297290802,
192,1.017659306526184,
193,1.007947564125061,
194,1.16131591796875,
195,1.793321967124939,
196,1.052441954612732,
197,1.5763497352600098,
198,0.8498443961143494,
199,0.9779102802276611,
200,1.90726900100708,
200,,1.1659453281989465
201,1.7988216876983643,
202,0.36024224758148193,
203,1.6967830657958984,
204,3.2222421169281006,
205,0.7440184354782104,
206,1.8998186588287354,
207,2.1253950595855713,
208,0.9527071118354797,
209,1.8252559900283813,
210,0.7439954280853271,
211,1.8260488510131836,
212,1.5951870679855347,
213,1.0022825002670288,
214,2.0994455814361572,
215,1.195530652999878,
216,0.9375038146972656,
217,0.41875576972961426,
218,1.0282554626464844,
219,0.6022610664367676,
220,1.2381789684295654,
221,1.154052972793579,
222,1.6705522537231445,
223,1.307187795639038,
224,1.452407717704773,
225,0.874539852142334,
226,2.370945930480957,
227,1.1472022533416748,
228,2.8794758319854736,
229,1.2079169750213623,
230,0.8744852542877197,
231,1.5696840286254883,
232,2.1057932376861572,
233,0.39996230602264404,
234,0.5593240857124329,
235,1.319275975227356,
236,1.4268585443496704,
237,1.1717196702957153,
238,1.440645694732666,
239,3.0407748222351074,
240,0.7025364637374878,
241,1.0079957246780396,
242,1.2883878946304321,
243,0.9845511317253113,
244,1.1749306917190552,
245,1.0003890991210938,
246,1.2474992275238037,
247,0.6408864855766296,
248,1.0418695211410522,
249,1.0628732442855835,
250,1.9099398851394653,
251,2.406010866165161,
252,1.4300931692123413,
253,1.0976091623306274,
254,1.401768445968628,
255,0.8361926078796387,
256,0.750799834728241,
257,1.2221795320510864,
258,1.5435678958892822,
259,0.7178981304168701,
260,0.9786531925201416,
261,0.8501418232917786,
262,1.9509258270263672,
263,2.2874791622161865,
264,0.6361661553382874,
265,1.2618162631988525,
266,1.236026644706726,
267,1.1290802955627441,
268,1.8281139135360718,
269,0.862621009349823,
270,2.5536091327667236,
271,0.8230800628662109,
