step,eval_loss,train_loss
0,0.5005514240264892,
1,,0.5664087533950806
2,,0.5258401036262512
3,,0.4714275598526001
4,,0.4924687147140503
5,,0.4251256585121155
6,,0.38935112953186035
7,,0.5660955905914307
8,,0.44941675662994385
9,,0.6335158944129944
10,,0.4658028185367584
11,,0.5040592551231384
12,,0.4594193398952484
13,,0.47600990533828735
14,,0.43353700637817383
15,,0.2935203015804291
16,,0.41070276498794556
17,,0.5735430717468262
18,,0.5934341549873352
19,,0.4232226610183716
20,,0.41585439443588257
21,,0.6877835988998413
22,,0.4614037573337555
23,,0.40159663558006287
24,,0.42189884185791016
25,,0.31328627467155457
26,,0.4350240230560303
27,,0.5171408653259277
28,,0.5882399678230286
29,,0.3923836052417755
30,,0.522063672542572
31,,0.40790143609046936
32,,0.47376748919487
33,,0.37467870116233826
34,,0.2802015542984009
35,,0.43637320399284363
36,,0.4093853235244751
37,,0.40276414155960083
38,,0.27019596099853516
39,,0.2427625209093094
40,,0.5891563892364502
41,,0.4810628890991211
42,,0.33321383595466614
43,,0.3554399907588959
44,,0.41272565722465515
45,,0.3928983509540558
46,,0.19451068341732025
47,,0.2841491997241974
48,,0.31079405546188354
49,,0.29400938749313354
50,,0.3028057813644409
50,0.3728106313943863,
51,,0.49061301350593567
52,,0.3958064615726471
53,,0.3995736241340637
54,,0.5134439468383789
55,,0.3496662676334381
56,,0.21117615699768066
57,,0.4108985364437103
58,,0.29269444942474365
59,,0.1880512684583664
60,,0.22395147383213043
61,,0.23044025897979736
62,,0.36549779772758484
63,,0.26404181122779846
64,,0.24866501986980438
65,,0.41053691506385803
66,,0.39756760001182556
67,,0.4604244828224182
68,,0.3018105626106262
69,,0.32160499691963196
70,,0.2692202925682068
71,,0.3868492841720581
72,,0.24102355539798737
73,,0.36905214190483093
74,,0.38534456491470337
75,,0.3262596130371094
76,,0.36514055728912354
77,,0.3284568786621094
78,,0.3683168590068817
79,,0.42055830359458923
80,,0.3118463456630707
81,,0.24034658074378967
82,,0.28873541951179504
83,,0.4954715967178345
84,,0.23822622001171112
85,,0.328855037689209
86,,0.25620952248573303
87,,0.29519563913345337
88,,0.17762716114521027
89,,0.22685112059116364
90,,0.3855253756046295
91,,0.1890181601047516
92,,0.2639833092689514
93,,0.2896333932876587
94,,0.40368878841400146
95,,0.26415273547172546
96,,0.2341717630624771
97,,0.4775075316429138
98,,0.2606343626976013
99,,0.2887056767940521
100,,0.3243968188762665
100,0.3241562446951866,
101,,0.22050976753234863
102,,0.20797117054462433
103,,0.3110998868942261
104,,0.31810030341148376
105,,0.4336557984352112
106,,0.35981130599975586
107,,0.29096847772598267
108,,0.25238561630249023
109,,0.20369522273540497
110,,0.21881915628910065
111,,0.5405192971229553
112,,0.4568317234516144
113,,0.36117488145828247
114,,0.3650347888469696
115,,0.38694119453430176
116,,0.4316146969795227
117,,0.3139047622680664
118,,0.3703436851501465
119,,0.3049333393573761
120,,0.2429465800523758
121,,0.1756957471370697
122,,0.19756485521793365
123,,0.18900957703590393
124,,0.20970919728279114
125,,0.24662865698337555
126,,0.17609548568725586
127,,0.5684698820114136
128,,0.2481309324502945
129,,0.33875155448913574
130,,0.40618377923965454
131,,0.38924339413642883
132,,0.2402513474225998
133,,0.2420058697462082
134,,0.3937782943248749
135,,0.27161064743995667
136,,0.29414135217666626
137,,0.34402185678482056
138,,0.20037318766117096
139,,0.41675880551338196
140,,0.41659048199653625
141,,0.25702375173568726
142,,0.3650009036064148
143,,0.1882287859916687
144,,0.36905035376548767
145,,0.3294852077960968
146,,0.40065479278564453
147,,0.3312216103076935
148,,0.21052411198616028
149,,0.2455449253320694
150,,0.27062806487083435
150,0.3167381438612938,
151,,0.23932844400405884
152,,0.23696571588516235
153,,0.2593969702720642
154,,0.20975735783576965
155,,0.28379353880882263
156,,0.38791754841804504
157,,0.40065687894821167
158,,0.38880065083503723
159,,0.2711379826068878
160,,0.4299374222755432
161,,0.4187382459640503
162,,0.36670130491256714
163,,0.30231189727783203
164,,0.35206323862075806
165,,0.33337682485580444
166,,0.28641390800476074
167,,0.24833796918392181
168,,0.279182493686676
169,,0.38847115635871887
170,,0.2351670265197754
171,,0.23782150447368622
172,,0.23874710500240326
173,,0.2759227752685547
174,,0.2773071229457855
175,,0.31199541687965393
176,,0.22317665815353394
177,,0.3208398222923279
178,,0.3131132125854492
179,,0.17963486909866333
180,,0.387782484292984
181,,0.4263137876987457
182,,0.31902092695236206
183,,0.24696040153503418
184,,0.31586453318595886
185,,0.2627659738063812
186,,0.35947728157043457
187,,0.29949596524238586
188,,0.29544103145599365
189,,0.7275612354278564
190,,0.26487699151039124
191,,0.20411771535873413
192,,0.26682332158088684
193,,0.27471718192100525
194,,0.34375545382499695
195,,0.2789982855319977
