step,eval_loss,train_loss
0,0.5435536503791809,
1,,1.2641470432281494
2,,0.49261221289634705
3,,0.7015906572341919
4,,0.5832725167274475
5,,0.4815669357776642
6,,0.49546873569488525
7,,0.6479706764221191
8,,0.6437180042266846
9,,0.6268895268440247
10,,0.3958563804626465
11,,0.5333942174911499
12,,0.5189913511276245
13,,0.33051797747612
14,,0.5130288004875183
15,,0.4821913540363312
16,,0.4170430898666382
17,,0.5110952854156494
18,,0.5896952748298645
19,,0.45731934905052185
20,,0.4744683802127838
21,,0.6534409523010254
22,,0.4597170054912567
23,,0.5162559151649475
24,,0.5555747151374817
25,,0.5271735191345215
26,,0.5747806429862976
27,,0.38908377289772034
28,,0.433621883392334
29,,0.37335437536239624
30,,0.6126669049263
31,,0.6323671340942383
32,,0.492445707321167
33,,0.5305742025375366
34,,0.27669191360473633
35,,0.4607425034046173
36,,0.44118133187294006
37,,0.47408169507980347
38,,0.6102982759475708
39,,0.44789665937423706
40,,0.2689056992530823
41,,0.33039039373397827
42,,0.2780202329158783
43,,0.32057565450668335
44,,0.36120784282684326
45,,0.41259410977363586
46,,0.3952919840812683
47,,0.33643007278442383
48,,0.3590613901615143
49,,0.47142642736434937
50,,0.32906949520111084
50,0.329157686829567,
51,,0.5525591373443604
52,,0.3226526975631714
53,,0.28627392649650574
54,,0.2667754888534546
55,,0.2510718107223511
56,,0.4696144759654999
57,,0.31364133954048157
58,,0.20894286036491394
59,,0.31163424253463745
60,,0.13188806176185608
61,,0.3761630654335022
62,,0.7160374522209167
63,,0.25101134181022644
64,,0.36493080854415894
65,,0.3015354871749878
66,,0.3282841444015503
67,,0.26075199246406555
68,,0.45922547578811646
69,,0.22976160049438477
70,,0.3190392851829529
71,,0.21708057820796967
72,,0.4978904128074646
73,,0.16619916260242462
74,,0.30484795570373535
75,,0.29576608538627625
76,,0.35614582896232605
77,,0.4011187255382538
78,,0.3538941442966461
79,,0.40055224299430847
80,,0.3337775766849518
81,,0.2880777418613434
82,,0.3810088336467743
83,,0.3007233142852783
84,,0.2473607361316681
85,,0.5238677859306335
86,,0.25412753224372864
87,,0.2132183462381363
88,,1.0776712894439697
89,,0.28838932514190674
90,,0.2569065988063812
91,,0.2599506378173828
92,,0.2538280487060547
93,,0.19012582302093506
94,,0.35280564427375793
95,,1.3012385368347168
96,,0.2959339916706085
97,,0.2470390498638153
98,,0.3261323869228363
99,,0.15446710586547852
100,,0.2558855712413788
100,0.28011502116918563,
101,,0.29198208451271057
102,,0.27064546942710876
103,,0.22655948996543884
104,,0.22055381536483765
105,,0.28735071420669556
106,,0.19977405667304993
107,,0.194121852517128
108,,0.23645326495170593
109,,0.22974658012390137
110,,0.2736850678920746
111,,0.4319908916950226
112,,0.28298884630203247
113,,0.22872275114059448
114,,0.3085809648036957
115,,0.14808058738708496
116,,0.23633788526058197
117,,0.1956721991300583
118,,0.36007142066955566
119,,0.14277350902557373
120,,0.42426443099975586
121,,0.16765078902244568
122,,0.20635999739170074
123,,0.19509290158748627
124,,0.30473947525024414
125,,0.3631335496902466
126,,0.18247173726558685
127,,0.1424964964389801
128,,0.23992380499839783
129,,0.3132888972759247
130,,0.24132564663887024
131,,0.24447116255760193
132,,0.27760154008865356
133,,0.1794053167104721
134,,0.4220302104949951
135,,0.3074597716331482
136,,0.35624372959136963
137,,0.26291701197624207
138,,0.3560638725757599
139,,0.32353925704956055
140,,0.3098313510417938
141,,0.24296915531158447
142,,0.24755369126796722
143,,0.22371679544448853
144,,0.20801302790641785
145,,0.20224687457084656
146,,0.293510377407074
147,,0.16259050369262695
148,,0.3326808214187622
149,,0.1774434894323349
150,,0.22985917329788208
150,0.2705581080913544,
151,,0.13058434426784515
152,,0.19374719262123108
153,,0.24666203558444977
154,,0.3627082407474518
155,,0.24454493820667267
156,,0.15197765827178955
157,,0.16981840133666992
158,,0.3148393929004669
159,,0.2559545040130615
160,,0.1619747132062912
161,,0.429993212223053
162,,0.35326915979385376
163,,0.1531084030866623
164,,0.2238156646490097
165,,0.17127449810504913
166,,0.3494269549846649
167,,0.2621225416660309
168,,0.3555747866630554
169,,0.28575626015663147
170,,0.34164345264434814
171,,0.21165134012699127
172,,0.2328328788280487
173,,0.2404409945011139
174,,0.39195847511291504
175,,0.23818981647491455
176,,0.2617717981338501
177,,0.2185969203710556
178,,0.22451460361480713
179,,0.23546402156352997
180,,0.21346989274024963
181,,0.3431248366832733
182,,0.35974034667015076
183,,0.2782469093799591
184,,0.23189769685268402
185,,0.11398839205503464
186,,0.2315482348203659
187,,0.8105615973472595
188,,0.37109509110450745
189,,0.19010820984840393
190,,0.26648104190826416
191,,0.3405889570713043
192,,0.26798802614212036
193,,0.2082081437110901
194,,0.46135377883911133
195,,0.20889060199260712
196,,0.2101631462574005
197,,0.2579420804977417
198,,0.373199999332428
